year,division,Player,Jersey,school,conference,Yr,Pos,GP,App,GS,ERA,IP,H.A,R.A,ER,BB.A,SO,SHO,BF,P.OAB,2B.A,3B.A,Bk,HR.A,WP,HB,IBB.A,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,teamid,player_id,player_url,SO_PCT,BB_PCT,SO_BB_Ratio,BAA,OBPA,SLGA,OPSA,conference_id
2015,1,"Slatton, Heath",11,Middle Tenn.,C-USA,Jr,P,21,21,6,7.99,47.1,59,47,42,26,34,0,230,189,9,1,0,3,4,10,1,14,6,4,1,52,45,2,8,0,10,419,1418477,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1418477,0.148,0.113,1.308,0.312,0.42,0.418,0.838,24312
2016,1,"Ullom, Mitch",45,Houston,AAC,Fr,P,14,14,12,2.88,78,71,31,25,14,39,1,316,295,4,2,0,6,4,4,0,2,2,3,0,117,63,7,4,0,8,288,1752407,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1752407,0.123,0.044,2.786,0.241,0.284,0.329,0.613,823
2017,1,"McClanahan, Shane",8,South Fla.,AAC,Fr,P,15,15,15,3.2,76,48,30,27,36,104,0,312,265,12,1,0,4,9,3,0,0,0,7,1,60,58,4,2,0,34,651,1754191,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1754191,0.333,0.115,2.889,0.181,0.285,0.279,0.564,823
2013,1,"Zelhart, Jordan",4,Lipscomb,ASUN,Sr,P,19,19,0,2.42,26,31,8,7,9,19,0,118,103,4,0,1,1,2,5,0,24,12,1,0,31,20,0,0,1,3,28600,1322589,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1322589,0.161,0.076,2.111,0.301,0.385,0.369,0.754,920
2015,1,"Vorhof, Mick",1,Grand Canyon,WAC,Fr,P,24,24,1,3.02,41.2,47,20,14,9,39,0,182,168,9,2,1,3,4,2,0,17,6,2,0,44,35,5,0,5,16,1104,1637762,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1637762,0.214,0.049,4.333,0.28,0.324,0.411,0.735,923
2016,1,"Frati, Logan",17,Fairleigh Dickinson,NEC,Jr,P,13,13,13,3.43,81.1,67,39,31,38,76,3,344,291,10,2,0,2,3,4,0,0,0,7,4,90,65,7,1,0,25,222,1427266,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1427266,0.221,0.11,2,0.23,0.323,0.299,0.622,846
2013,1,"Brown, Cody",33,Central Conn. St.,NEC,So,P,12,12,12,3.33,83.2,91,33,31,19,44,0,350,320,17,1,0,3,3,3,0,0,0,8,0,91,99,5,5,0,18,127,1767637,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1767637,0.126,0.054,2.316,0.284,0.33,0.372,0.702,846
2018,1,"Schoch, Stephen",28,UMBC,America East,So,P,24,24,0,1.72,57.2,42,12,11,19,71,0,236,208,8,1,3,2,2,6,2,18,8,2,1,51,42,2,6,10,15,391,1871348,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1871348,0.301,0.081,3.737,0.202,0.286,0.279,0.565,845
2013,1,"Schmenk, Alec",33,Toledo,MAC,So,P,14,14,3,7.09,26.2,35,22,21,16,13,0,128,105,11,3,1,1,6,3,2,9,4,2,2,32,29,3,1,0,3,709,1311066,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1311066,0.102,0.125,0.812,0.333,0.429,0.524,0.953,875
2016,1,"Kulman, Spencer",23,Wofford,SoCon,Jr,P,22,22,0,5.74,26.2,31,21,17,12,37,0,124,111,4,0,0,4,7,0,0,15,9,1,0,19,24,1,0,1,11,2915,1528368,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1528368,0.298,0.097,3.083,0.279,0.35,0.423,0.773,912
2014,1,"Steele, Keeton",29,Missouri,SEC,Sr,P,30,24,2,2.75,59,53,22,18,16,49,0,240,212,8,2,1,0,2,5,4,9,1,6,1,67,46,0,8,9,11,434,1440396,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1440396,0.204,0.067,3.062,0.25,0.316,0.307,0.623,911
2016,1,"Ladd, Dylan",6,Oakland City,Independent,Fr,P,21,13,5,3.89,39.1,42,24,17,20,24,1,186,159,9,0,1,4,5,5,0,7,0,2,0,47,39,4,1,0,6,1278,1774938,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1774938,0.129,0.108,1.2,0.264,0.364,0.396,0.76,0
2016,1,"Mason, Ryan",42,California,Pac-12,Sr,P,15,15,14,3.21,87,85,40,31,21,65,1,362,330,19,0,0,5,3,2,1,1,1,6,3,108,79,8,4,0,7,107,1438857,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438857,0.18,0.058,3.095,0.258,0.303,0.361,0.664,905
2019,1,"Payero, Nick",26,Seton Hall,Big East,Fr,P,13,13,4,4.97,25.1,14,15,14,18,22,0,108,88,6,1,0,3,2,2,0,8,3,0,0,24,26,2,1,0,6,635,2117757,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=2117757,0.204,0.167,1.222,0.159,0.315,0.352,0.667,30184
2015,1,"Brooks, Trenton",13,Nevada,Mountain West,So,P,55,13,6,3.65,37,31,15,15,20,24,0,158,130,6,1,1,0,4,5,1,12,2,1,2,40,36,4,1,0,4,466,1527716,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1527716,0.152,0.127,1.2,0.238,0.357,0.3,0.657,5486
2019,1,"Jozwiak, Chandler",18,Texas A&M,SEC,So,P,26,26,5,4.76,58.2,57,35,31,25,80,0,262,227,14,0,2,8,3,7,1,12,4,3,0,57,33,4,5,1,24,697,1981828,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=1981828,0.305,0.095,3.2,0.251,0.344,0.419,0.763,911
2015,1,"Borst, Tim",41,Fresno St.,Mountain West,Jr,P,25,22,5,4.65,50.1,44,31,26,24,39,0,222,183,11,0,0,2,3,8,2,11,2,6,1,50,55,4,4,1,10,96,1438704,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1438704,0.176,0.108,1.625,0.24,0.352,0.333,0.685,5486
2014,1,"Strieber, Luke",35,Princeton,Ivy League,So,P,12,12,4,5.79,42,43,30,27,19,27,0,193,164,14,1,0,5,1,6,0,4,3,1,3,34,60,1,3,0,6,554,1426329,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1426329,0.14,0.098,1.421,0.262,0.354,0.451,0.805,865
2016,1,"Galindo, Joe",27,New Mexico St.,WAC,Jr,INF,28,27,0,2.48,29,20,9,8,24,47,0,135,107,4,0,0,2,9,2,0,25,9,2,0,16,25,3,1,8,14,472,1773302,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773302,0.348,0.178,1.958,0.187,0.346,0.28,0.626,923
2016,1,"Hansen, Andrew",12,CSU Bakersfield,WAC,Fr,OF,19,15,15,5.38,83.2,112,65,50,21,40,0,378,333,17,2,1,4,7,3,0,0,0,10,11,104,88,3,8,0,5,94,1749367,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1749367,0.106,0.056,1.905,0.336,0.37,0.435,0.805,923
2019,1,"Dearman, Christian",39,FIU,C-USA,Jr,P,20,20,0,3.91,25.1,29,14,11,8,15,0,111,97,6,0,1,1,0,4,1,16,6,1,1,31,22,2,1,1,4,231,2140164,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=2140164,0.135,0.072,1.875,0.299,0.373,0.392,0.765,24312
2016,1,"Evans, Alex",25,UT Martin,OVC,Jr,P,23,22,7,6.01,88.1,104,61,59,37,67,0,404,353,21,1,0,7,7,4,0,11,5,5,5,90,96,8,5,1,26,695,1757407,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1757407,0.166,0.092,1.811,0.295,0.363,0.419,0.782,902
2019,1,"Flanders, Jordan",44,The Citadel,SoCon,Fr,P,16,16,7,5.4,41.2,59,34,25,15,13,0,211,182,8,0,1,3,3,7,1,15,12,4,3,64,40,0,5,0,4,141,2120353,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=2120353,0.062,0.071,0.867,0.324,0.391,0.418,0.809,912
2019,1,"Wyatt, Sam",25,Northern Colo.,WAC,Jr,P,13,13,1,5.52,29.1,25,29,18,27,38,0,144,112,2,0,0,4,9,1,1,11,4,3,1,21,27,0,2,0,8,502,NA,NA,0.264,0.188,1.407,0.223,0.376,0.348,0.724,923
2014,1,"Derouen, Adam",35,Louisiana Tech,C-USA,So,P,13,13,6,6.23,43.1,55,32,30,12,16,0,195,173,10,2,1,2,1,3,1,9,2,3,4,60,46,0,5,0,8,366,1438829,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1438829,0.082,0.062,1.333,0.318,0.365,0.434,0.799,24312
2016,1,"Muckenhirn, Zach",14,North Dakota,WAC,Jr,P,13,13,13,3.59,92.2,87,50,37,14,99,1,388,355,17,3,0,5,1,6,0,0,0,9,4,79,91,3,8,0,26,494,1536661,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1536661,0.255,0.036,7.071,0.245,0.282,0.352,0.634,923
2015,1,"Clinton, Zach",35,Liberty,Big South,Fr,P,16,16,1,5,27,28,17,15,13,12,0,127,104,5,0,0,0,4,5,2,9,3,1,4,28,37,0,0,0,2,355,1642638,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1642638,0.094,0.102,0.923,0.269,0.365,0.317,0.682,826
2019,1,"Guerrero, Michael",11,Marshall,C-USA,So,P,27,27,0,2.11,38.1,23,12,9,36,43,0,172,131,3,1,1,1,10,2,4,21,14,2,1,35,28,4,1,5,10,388,2137193,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=2137193,0.25,0.209,1.194,0.176,0.359,0.237,0.596,24312
2015,1,"Garcia, Kiko",19,Pepperdine,WCC,Fr,P,21,21,8,5.74,47,70,34,30,17,28,0,228,198,10,2,1,2,6,7,0,7,2,4,2,56,44,0,5,0,5,541,1659774,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1659774,0.123,0.075,1.647,0.354,0.42,0.455,0.875,922
2016,1,"Valentino, Frank",33,New York Tech,Independent,Jr,P,14,14,7,5.74,47,45,38,30,23,38,0,224,186,9,1,0,2,9,10,1,3,0,4,1,54,43,1,5,0,14,477,1759265,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1759265,0.17,0.103,1.652,0.242,0.355,0.333,0.688,0
2018,1,"McCambley, Zach",39,Coastal Carolina,Sun Belt,Fr,P,18,18,7,3.14,48.2,45,18,17,25,50,0,215,187,5,2,0,3,6,3,0,4,2,0,0,40,48,3,0,0,15,149,1977820,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1977820,0.233,0.116,2,0.241,0.34,0.337,0.677,818
2013,1,"Buesnitz, Alan",32,Kennesaw St.,ASUN,N/A,P,20,20,0,2.83,35,32,19,11,16,39,0,154,126,6,1,0,0,5,6,1,13,6,4,1,39,16,0,2,1,13,1157,1442820,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1442820,0.253,0.104,2.438,0.254,0.362,0.317,0.679,920
2014,1,"Kaden, Connor",40,Wake Forest,ACC,Jr,P,17,17,12,3.52,61.1,54,27,24,26,52,0,267,233,13,2,0,4,6,4,0,3,0,3,1,70,53,2,3,1,17,749,1320525,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1320525,0.195,0.097,2,0.232,0.318,0.356,0.674,821
2015,1,"Trujillo, Guillermo",23,Oral Roberts,Summit League,Jr,P,15,15,15,4.21,87.2,85,46,41,26,70,0,371,330,11,3,1,5,9,6,0,0,0,5,4,74,102,10,4,0,29,527,1422910,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1422910,0.189,0.07,2.692,0.258,0.32,0.355,0.675,819
2013,1,"Hilton, Beau",30,Gardner-Webb,Big South,So,P,13,13,6,4.46,34.1,29,23,17,29,22,0,166,128,3,0,0,3,3,2,0,6,2,5,2,22,56,2,2,0,9,1092,1324566,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1324566,0.133,0.175,0.759,0.227,0.373,0.32,0.693,826
2014,1,"Mammino, Paul",18,Wagner,NEC,So,P,13,13,7,6.32,37,50,33,26,15,19,0,178,155,11,2,1,1,5,4,0,4,0,3,0,48,38,0,6,1,5,748,1416191,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1416191,0.107,0.084,1.267,0.323,0.397,0.439,0.836,846
2017,1,"Hogan, Miller",15,Saint Louis,Atlantic 10,So,P,15,15,15,2.7,90,85,31,27,23,78,0,370,338,12,0,0,6,3,7,0,0,0,1,1,76,98,8,3,0,22,609,1751928,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751928,0.211,0.062,3.391,0.251,0.312,0.34,0.652,820
2019,1,"DiCesare, Jared",2,George Mason,Atlantic 10,Jr,3B,14,14,13,5.4,80,100,55,48,17,59,0,352,325,27,3,0,15,5,3,0,0,0,4,2,86,77,4,7,0,13,248,1871563,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=1871563,0.168,0.048,3.471,0.308,0.346,0.548,0.894,820
2019,1,"Gilliam, Bryan",29,UMBC,America East,Jr,P,14,14,3,5.22,29.1,29,20,17,15,23,0,130,109,5,2,3,2,1,2,1,1,0,3,1,32,28,1,2,1,7,391,2127173,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=2127173,0.177,0.115,1.533,0.266,0.362,0.404,0.766,845
2017,1,"Lacey, Craig",24,Bryant,NEC,So,P,19,19,3,3.46,41.2,39,24,16,23,30,0,187,156,6,2,0,3,7,3,1,5,3,2,3,43,42,0,1,0,2,81,1757099,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1757099,0.16,0.123,1.304,0.25,0.351,0.372,0.723,846
2015,1,"Monaghan, Trent",23,Air Force,Mountain West,Jr,P,20,20,11,2.75,91.2,90,49,28,39,73,0,394,338,21,2,2,1,2,6,0,13,5,8,3,123,53,5,6,1,22,721,1422366,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1422366,0.185,0.099,1.872,0.266,0.35,0.349,0.699,5486
2014,1,"Stewart, Brock",15,Illinois St.,MVC,Jr,INF,47,11,1,2.36,26.2,18,9,7,8,30,0,109,100,5,0,1,1,2,1,2,5,2,0,0,25,26,3,2,1,9,299,1213234,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1213234,0.275,0.073,3.75,0.18,0.248,0.26,0.508,884
2017,1,"Poole, Garrett",47,UNLV,Mountain West,Jr,P,14,14,14,6.2,74,98,55,51,25,27,0,338,297,15,1,1,11,5,8,0,0,0,5,3,103,72,3,7,0,7,465,1872212,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1872212,0.08,0.074,1.08,0.33,0.393,0.498,0.891,5486
2016,1,"Donko, Sam",32,VCU,Atlantic 10,Jr,P,30,30,0,2.63,54.2,48,21,16,14,53,0,229,206,5,0,0,1,4,1,3,21,2,5,3,59,47,3,2,20,14,740,1769566,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769566,0.231,0.061,3.786,0.233,0.281,0.272,0.553,820
2017,1,"Scheidler, Nick",44,UCLA,Pac-12,Fr,P,36,36,1,5.28,30.2,30,20,18,10,25,0,131,117,8,0,2,3,2,1,0,32,7,2,1,29,35,2,4,0,10,110,1862951,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1862951,0.191,0.076,2.5,0.256,0.318,0.402,0.72,905
2017,1,"Roblez, Jon",22,Alabama St.,SWAC,Sr,P,11,11,2,6.84,25,28,19,19,13,16,0,117,96,3,2,1,3,2,4,0,9,1,2,2,36,18,0,1,1,9,7,1761912,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761912,0.137,0.111,1.231,0.292,0.391,0.458,0.849,916
2015,1,"Wages, Wayne",26,Georgia St.,Sun Belt,Jr,P,26,26,0,3.77,31,19,17,13,19,31,0,138,111,6,0,0,1,2,5,2,20,5,1,1,25,35,4,0,0,12,254,1528746,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1528746,0.225,0.138,1.632,0.171,0.316,0.252,0.568,818
2018,1,"Anderson, Aidan",26,McNeese,Southland,Jr,P,29,28,4,3.3,62.2,48,30,23,30,72,0,268,223,13,1,0,3,4,6,4,21,6,7,2,50,61,5,6,6,16,402,1752438,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1752438,0.269,0.112,2.4,0.215,0.322,0.323,0.645,914
2017,1,"Thomas, Austin",25,UAB,C-USA,Sr,P,19,19,5,3.4,53,55,25,20,27,38,0,241,201,9,2,1,3,14,7,2,13,7,4,2,55,56,3,2,0,8,9,1769053,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769053,0.158,0.112,1.407,0.274,0.376,0.383,0.759,24312
2018,1,"Winn, Zach",33,Maine,America East,Sr,P,17,17,7,4.87,44.1,38,29,24,37,44,0,213,162,5,0,1,3,9,8,0,5,3,4,2,45,34,1,1,2,14,380,1760965,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1760965,0.207,0.174,1.189,0.235,0.397,0.321,0.718,845
2016,1,"Stiles, Tayler",25,Maryland,Big Ten,Jr,P,14,14,5,6.56,35.2,50,36,26,12,22,0,180,153,8,1,0,1,4,9,0,8,5,5,1,43,36,2,3,1,7,392,1533859,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1533859,0.122,0.067,1.833,0.327,0.406,0.412,0.818,827
2018,1,"Burks, Peyton",13,Ark.-Pine Bluff,SWAC,Jr,P,17,17,13,5.15,80.1,78,57,46,41,48,0,366,307,15,2,0,3,8,10,0,4,3,6,2,95,79,4,6,0,7,2678,1997013,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1997013,0.131,0.112,1.171,0.254,0.358,0.345,0.703,916
2016,1,"Yoakam, Jarod",21,Cincinnati,AAC,So,P,26,26,0,5.16,45.1,40,28,26,21,22,0,197,158,4,1,0,1,2,11,0,35,15,3,4,66,34,2,1,3,9,140,1651757,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1651757,0.112,0.107,1.048,0.253,0.371,0.31,0.681,823
2017,1,"Wortkoetter, Brandon",20,Bluefield St.,Independent,Fr,P,16,16,10,9,62,114,80,62,15,37,0,330,301,22,12,0,7,1,4,1,3,2,5,5,74,66,0,11,1,19,985,1884488,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884488,0.112,0.045,2.467,0.379,0.409,0.601,1.01,0
2016,1,"Miller, Connor",10,Creighton,Big East,Sr,P,24,24,3,3.02,44.2,35,17,15,16,36,0,187,165,6,1,0,1,4,0,0,25,12,3,3,33,63,1,1,2,7,169,1643855,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1643855,0.193,0.086,2.25,0.212,0.277,0.279,0.556,30184
2014,1,"Almonte, Max",45,Villanova,Big East,Jr,P,12,12,12,5.55,58.1,78,46,36,24,25,0,288,242,14,2,2,0,5,13,1,0,0,7,2,90,48,1,6,0,8,739,1530595,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1530595,0.087,0.083,1.042,0.322,0.409,0.397,0.806,30184
2013,1,"Ramsey, Jordan",11,UNCW,CAA,So,P,17,17,16,2.34,104,91,37,27,30,83,0,430,385,16,1,0,4,7,5,0,0,0,9,1,114,99,6,6,0,25,460,1315421,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1315421,0.193,0.07,2.767,0.236,0.299,0.314,0.613,837
2013,1,"Howard, Sam",32,Ga. Southern,SoCon,So,P,23,23,11,5.55,84.1,104,58,52,35,87,0,389,342,19,4,0,4,9,5,1,11,6,5,2,67,85,6,7,0,28,253,1322487,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1322487,0.224,0.09,2.486,0.304,0.375,0.418,0.793,912
2016,1,"Barry, Sean",18,San Diego,WCC,Jr,P,20,20,2,4.88,31.1,34,20,17,20,30,0,157,125,7,0,2,0,9,8,2,20,11,3,1,44,17,2,2,0,12,627,1770524,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770524,0.191,0.127,1.5,0.272,0.403,0.328,0.731,922
2015,1,"Hafer, David",31,Rider,MAAC,Sr,P,25,25,1,3.43,39.1,38,26,15,26,34,0,187,150,5,1,0,1,1,5,0,28,7,3,2,41,38,5,1,0,13,576,1315484,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1315484,0.182,0.139,1.308,0.253,0.377,0.32,0.697,871
2014,1,"English, Jack",26,FGCU,ASUN,Jr,P,18,18,13,3,75,67,35,25,32,55,1,330,282,14,0,0,0,8,9,0,6,4,6,1,91,65,4,4,0,21,28755,1310622,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1310622,0.167,0.097,1.719,0.238,0.333,0.287,0.62,920
2016,1,"Ryan, James",39,Arizona St.,Pac-12,Fr,P,19,19,1,5.28,29,41,19,17,7,19,0,134,121,12,2,1,4,1,2,0,26,10,4,0,24,38,0,0,1,8,28,1768279,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1768279,0.142,0.052,2.714,0.339,0.385,0.57,0.955,905
2016,1,"Adams, Derrick",23,Jacksonville St.,OVC,Fr,P,17,17,8,7.98,38.1,52,42,34,23,30,0,200,165,9,2,0,2,3,6,0,2,0,3,3,40,39,3,4,0,6,315,1768971,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1768971,0.15,0.115,1.304,0.315,0.411,0.43,0.841,902
2014,1,"Castellani, Mike",20,Bucknell,Patriot,Fr,P,18,18,0,1.44,31.1,21,5,5,11,20,0,118,104,4,0,0,0,0,1,0,16,3,2,0,42,23,3,0,0,8,83,1527146,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1527146,0.169,0.093,1.818,0.202,0.284,0.24,0.524,838
2016,1,"Seibold, Alex",40,Bethune-Cookman,MEAC,Sr,P,17,17,8,4.78,64,69,40,34,21,59,0,282,242,8,2,0,6,2,11,0,6,3,6,2,58,60,6,5,0,18,61,1649146,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1649146,0.209,0.074,2.81,0.285,0.366,0.409,0.775,876
2018,1,"Schuermann, Grant",37,Furman,SoCon,Jr,P,14,14,12,4.98,81.1,98,54,45,18,53,0,353,323,15,1,0,12,2,6,0,2,0,0,5,73,98,4,8,1,18,244,1658595,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&stats_player_seq=1658595,0.15,0.051,2.944,0.303,0.347,0.467,0.814,912
2017,1,"Sharik, Josh",7,Rider,MAAC,Sr,P,31,29,0,5.22,39.2,47,26,23,10,27,0,175,148,4,2,2,2,2,11,0,26,10,4,2,31,48,3,5,0,10,576,1530512,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1530512,0.154,0.057,2.7,0.318,0.398,0.412,0.81,871
2014,1,"Anderson, Brady",5,FGCU,ASUN,So,P,25,24,7,2.45,69.2,72,29,19,14,50,0,301,271,12,0,1,1,3,6,1,13,5,9,1,100,47,5,3,7,19,28755,1310580,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1310580,0.166,0.047,3.571,0.266,0.315,0.321,0.636,920
2015,1,"Mazza, Domenic",33,UC Santa Barbara,Big West,Jr,P,17,17,10,2.69,77,61,29,23,26,72,0,315,274,10,1,0,2,4,4,2,0,0,8,3,64,83,6,1,2,17,104,1438215,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1438215,0.229,0.083,2.769,0.223,0.296,0.288,0.584,904
2013,1,"Martinez, Josh",2,Houston Baptist,GWC,So,INF,46,18,0,3.15,34.1,31,13,12,15,23,0,150,128,3,1,0,1,4,2,0,19,7,3,2,37,38,1,1,0,10,287,1322764,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1322764,0.153,0.1,1.533,0.242,0.327,0.305,0.632,30156
2015,1,"Adkins, Steve",29,Bradley,MVC,Jr,P,10,10,9,2.87,53.1,47,22,17,19,56,1,230,202,11,2,2,3,8,5,0,0,0,2,2,56,40,6,2,0,14,72,1192472,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1192472,0.243,0.083,2.947,0.233,0.311,0.351,0.662,884
2015,1,"Langley, Justin",21,Milwaukee,Horizon,So,P,15,15,14,3.33,67.2,53,30,25,36,74,0,291,250,6,0,0,3,6,1,0,0,0,3,1,55,66,5,2,1,21,797,1422288,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&stats_player_seq=1422288,0.254,0.124,2.056,0.212,0.312,0.272,0.584,881
2019,1,"Gilbert, Jake",45,Air Force,Mountain West,Sr,P,15,15,10,2.55,67,72,28,19,23,53,0,295,263,19,1,2,0,4,8,2,5,1,1,0,76,56,6,3,1,15,721,1769416,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=1769416,0.18,0.078,2.304,0.274,0.35,0.354,0.704,5486
2014,1,"Duchene, Kevin",21,Illinois,Big Ten,So,P,9,9,9,1.8,55,43,16,11,11,35,1,217,200,6,0,0,2,0,4,0,0,0,2,0,68,50,4,1,0,10,301,1428758,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&stats_player_seq=1428758,0.161,0.051,3.182,0.215,0.27,0.275,0.545,827
2019,1,"Guienze, John",21,Southern U.,SWAC,Jr,P,11,11,7,5.83,41.2,51,35,27,10,21,0,192,165,5,1,2,5,3,10,0,0,0,4,3,27,70,3,1,0,7,665,1866991,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&stats_player_seq=1866991,0.109,0.052,2.1,0.309,0.378,0.442,0.82,916
2017,1,"Zirzow, Will",30,Florida St.,ACC,Jr,P,21,20,4,2.58,45.1,31,17,13,19,52,1,194,163,7,1,0,1,10,7,0,22,9,5,0,50,31,3,1,0,13,234,1544720,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1544720,0.268,0.098,2.737,0.19,0.302,0.264,0.566,821
2013,1,"Garza, Nathan",44,Oral Roberts,Southland,So,P,26,26,0,2.12,34,30,13,8,17,36,0,147,118,3,0,0,2,3,4,2,27,17,4,4,32,26,0,4,5,8,527,1312954,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&stats_player_seq=1312954,0.245,0.116,2.118,0.254,0.357,0.331,0.688,914
2016,1,"Orwig, Kyle",20,Purdue Fort Wayne,Summit League,Sr,P,13,13,9,4.86,46.1,52,25,25,20,28,0,210,183,11,1,1,2,1,4,0,2,2,3,0,52,50,4,2,0,7,308,1661661,http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1661661,0.133,0.095,1.4,0.284,0.367,0.388,0.755,819
